Table 1: Average Sales,Column Labels,,,,,,,,,,
Row Labels,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,Grand Total
Mountain Bikes,3.505982406,3.508125455,3.498762976,3.489303181,3.497283097,3.497249518,3.498733214,3.499770819,3.49859338,3.500284576,3.498842792
Road Bikes,3.506650679,3.502164289,3.502453082,3.496068431,3.496146596,3.504575833,3.497686496,3.507326638,3.496248573,3.498840187,3.500694981
Touring Bikes,3.49917603,3.491127491,3.49772394,3.493174669,3.506209459,3.494826512,3.497545869,3.506774256,3.487925418,3.499338067,3.497104482
Clothing,3.491321164,3.492698609,3.490670338,3.499520078,3.50251042,3.500209986,3.501037388,3.501402745,3.498764248,3.489659012,3.497775996
Bib-Shorts,3.473752995,3.502056163,3.485086342,3.498311731,3.4900418,3.496691696,3.514308955,3.508062759,3.475670654,3.458952812,3.494258443
Caps,3.458627325,3.478891358,3.508140436,3.48633157,3.550707407,3.516034327,3.488758626,3.512265834,3.520948896,3.493209743,3.503606868
Gloves,3.509117433,3.485112051,3.494648779,3.499139604,3.49752234,3.492125204,3.4968555,3.494211314,3.491104887,3.485377596,3.49429403
Jerseys,3.49370236,3.492050451,3.484699454,3.502978308,3.510089087,3.504954514,3.492184358,3.490837936,3.505569252,3.486135111,3.497077579
Shorts,3.481903175,3.511181949,3.490335995,3.504800591,3.501973853,3.511000191,3.512611957,3.511279621,3.495532334,3.494357922,3.503850538
Socks,3.482532393,3.495660732,3.475315345,3.513106756,3.492039491,3.512140161,3.53247549,3.50543345,3.519337511,3.502831257,3.506082766
Tights,3.475811653,3.496482176,3.493434458,3.480185451,3.496231607,3.47099541,3.514193934,3.533392501,3.483416846,3.528189255,3.496393152
Vests,3.525632706,3.472160356,3.516826658,3.485313036,3.462283083,3.474654378,3.478016284,3.50255407,3.481793054,3.482267997,3.485763085
Components,3.503253574,3.498531726,3.500567445,3.501630208,3.501716197,3.498394617,3.499927019,3.497929151,3.499021785,3.498349927,3.499769563
Bottom Brackets,3.486439948,3.49398443,3.511399909,3.509537077,3.499757693,3.472368223,3.513433058,3.539720646,3.525026251,3.500436491,3.505262326
Brakes,3.484033613,3.496741492,3.504777595,3.502969026,3.493055556,3.505929304,3.494867217,3.473986542,3.543766578,3.43457189,3.497221609
Chains,3.526671168,3.511371713,3.520941502,3.516584565,3.509811047,3.47246696,3.51497006,3.4936751,3.439556509,3.581956798,3.503162835
Cranksets,3.524778187,3.488951908,3.494650932,3.498688525,3.529581183,3.484040952,3.5014839,3.49210032,3.480559145,3.498686515,3.497424544
Derailleurs,3.52371476,3.488873313,3.52865095,3.530750605,3.475229358,3.48572713,3.493708941,3.492404654,3.50518598,3.453384419,3.498160834
Forks,3.492824023,3.487431824,3.50857461,3.49547121,3.490611459,3.52425886,3.484628618,3.503205837,3.508765695,3.459844831,3.498318474
Handlebars,3.496830953,3.500113944,3.502268308,3.508558254,3.484102116,3.499968019,3.507432005,3.497607315,3.503410435,3.521503366,3.501797787
Headsets,3.52103209,3.494502868,3.525435074,3.491275024,3.482362993,3.49698659,3.51630879,3.52010694,3.48643847,3.504676963,3.503626966
Mountain Frames,3.499512114,3.50343312,3.501476012,3.509540984,3.50943159,3.500378705,3.499881132,3.503915284,3.498053792,3.506730359,3.502925941
Pedals,3.478552154,3.504735234,3.506069005,3.509770007,3.486818346,3.499729015,3.500668066,3.512330834,3.516959005,3.487186604,3.502003019
Road Frames,3.507492865,3.495598367,3.501026674,3.495805486,3.499795928,3.502484351,3.499947791,3.498933539,3.499006057,3.494645035,3.499498112
Saddles,3.501584027,3.504611852,3.488774069,3.507086955,3.507300429,3.488092885,3.504800179,3.483246245,3.516592488,3.46582095,3.497832734
Touring Frames,3.507163951,3.50055192,3.503513269,3.490281556,3.515715787,3.487949402,3.49174877,3.480039573,3.485290361,3.498282038,3.494640729
Wheels,3.503698786,3.494600595,3.480945904,3.504664201,3.497503521,3.496648687,3.496561518,3.492526405,3.490728177,3.512459016,3.495945064
Grand Total,3.502444281,3.499198379,3.498934834,3.499134301,3.500496782,3.498907219,3.499619896,3.499926561,3.498556848,3.496974844,3.499372645
,,,,,,,,,,,
,,,,,,,,,,,
Table 14: Average Sales,Column Labels,,,,,,,,,,
Row Labels,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,Grand Total
Accessories,20.31059996,20.60903231,20.48357861,20.5188576,20.50058395,19.26450883,18.23036959,16.2903364,18.55386717,20.62567301,19.35457626
Bike Racks,72,72,72,72,72,67.71649876,63.66996519,57.04513514,64.61716055,72,67.79710731
Bike Stands,95.4,95.4,95.4,95.4,95.4,89.45049802,84.42130017,75.39563991,85.77429469,95.4,89.85370089
Bottles and Cages,4.812981394,4.780410645,4.802962624,4.781208807,4.782378425,4.505354383,4.238230185,3.801799634,4.337385312,4.806986032,4.519113301
Cleaners,4.77,4.77,4.77,4.77,4.77,4.472581569,4.219718671,3.763850125,4.293194354,4.77,4.490137794
Fenders,13.188,13.188,13.188,13.188,13.188,12.42275664,11.70860419,10.51940002,11.84014008,13.188,12.44907216
Helmets,20.4594366,20.45799621,20.45633812,20.45330837,20.45742581,19.170011,18.12074039,16.24552159,18.3898046,20.45637966,19.27218655
Hydration Packs,32.994,32.994,32.994,32.994,32.994,30.99336475,29.1993045,26.32980351,29.78227254,32.994,31.10706486
Lights,18.71751715,18.73257761,18.84961004,18.88013276,18.68955183,17.63738906,16.6442416,15.03575503,16.76160811,18.65638116,17.69404718
Locks,15,15,15,15,15,14.09325843,13.27404691,11.89350662,13.52205529,15,14.14330984
Panniers,75,75,75,75,75,70.14816134,66.67592826,59.95895522,67.47754536,75,70.7434194
Pumps,13.53792018,13.45914085,13.49930241,13.48494236,13.50567466,12.59593673,11.90191868,10.66417591,12.1122528,13.49428377,12.6940846
Tires and Tubes,11.69945492,11.65427789,11.68697633,11.67015732,11.72010252,10.94498668,10.29487274,9.346108137,10.56605787,11.72626795,11.0152574
Bikes,915.0545988,914.5972376,915.6627799,914.0075281,914.5186618,857.3044764,809.7515868,728.2999139,823.4889676,916.1868757,862.1669968
Mountain Bikes,1046.914022,1046.701972,1048.925997,1046.949947,1044.672137,982.3774999,927.3808573,834.7962607,939.6412151,1049.527521,986.9472605
Road Bikes,858.4946218,857.7386488,858.5838754,856.7341021,857.3795134,803.0934316,758.4281474,683.1798582,773.5348628,858.6767988,808.2892535
Touring Bikes,852.2470203,853.6783922,853.4447803,854.6943803,858.1020988,801.2949686,758.4556986,677.6526344,770.6698766,855.8008805,805.6956142
Clothing,28.21951106,28.27020063,28.22485007,28.27077709,28.16912832,26.44316617,24.94851788,22.46942296,25.40664322,28.16704974,26.59371885
Bib-Shorts,53.994,53.994,53.994,53.994,53.994,50.61423772,47.7218157,42.99161333,48.6577422,53.994,50.86253353
Caps,5.260105032,5.257696467,5.254491871,5.254487938,5.253401641,4.916589841,4.638198364,4.185436409,4.735688992,5.254659364,4.952404652
Gloves,17.18978893,17.19825695,17.20821255,17.17689952,17.20361424,16.14447235,15.19942738,13.67238907,15.52685515,17.23081511,16.20806251
Jerseys,30.0102421,30.02029504,30.01796737,30.02105967,30.01865709,28.13487643,26.56653674,23.83915206,27.00570051,30.01305336,28.27984874
Shorts,38.49991519,38.561793,38.54521245,38.52974439,38.55102281,36.14188595,34.11014251,30.7772177,34.69512069,38.54932426,36.34743733
Socks,5.546243395,5.547215377,5.545723866,5.549830666,5.548328876,5.199705447,4.912640514,4.38579345,4.998212872,5.550088125,5.224954435
Tights,44.994,44.994,44.994,44.994,44.994,42.13873935,39.86779617,35.83745942,40.48430599,44.994,42.40714862
Vests,38.1,38.1,38.1,38.1,38.1,35.71563947,33.68149302,30.43755764,34.36046107,38.1,35.93192612
Components,325.3978402,325.4775765,324.5426145,324.7157876,325.4891656,304.4885053,287.8606694,259.2679864,292.4049661,325.4424353,306.4324806
Bottom Brackets,55.50935375,55.30024873,55.56572749,55.26708326,55.13524,51.8112488,48.83261,44.24923484,49.79329205,55.24838307,52.12162461
Brakes,63.9,63.9,63.9,63.9,63.9,60.04205854,56.80116516,50.9133899,57.63512156,63.9,60.2974982
Chains,12.144,12.144,12.144,12.144,12.144,11.38088069,10.7008951,9.840030357,10.87732137,12.144,11.45216201
Cranksets,168.0336918,168.3366728,168.4768631,168.2173343,166.9321579,158.0955812,148.1241532,132.9593243,149.8327307,167.1954954,158.1365163
Derailleurs,63.8156041,63.85113304,63.64680295,63.72345549,63.78720982,59.87201822,56.45192239,50.87772898,57.62839134,63.83013628,60.15189545
Forks,110.946099,110.6114147,110.3266639,110.7272992,110.467537,103.5610888,98.4293095,87.64714358,99.39342197,109.8989924,104.2311019
Handlebars,42.72314259,42.93071072,42.92913588,42.89656354,42.89157095,40.31081892,37.94835096,34.30568628,38.62361359,42.88605544,40.4564185
Headsets,52.36876556,52.15429293,52.34250085,52.06127291,51.90753517,49.05501105,46.3125341,41.90260878,46.70693126,51.84304041,49.20948791
Mountain Frames,504.4236519,502.8204261,503.5030172,504.8744263,503.5262784,471.4921326,444.9194646,401.9700833,453.8441491,505.0362948,474.735644
Pedals,38.38562529,38.49745997,38.46317076,38.48154146,38.42916816,35.95511298,33.93974879,30.62107297,34.5592786,38.35980161,36.20546182
Road Frames,432.7861239,433.2962997,431.6759671,433.2576995,433.1651186,406.5966979,383.3348768,345.5708699,388.8613285,433.6782686,408.1940347
Saddles,23.76534921,23.8245022,23.74397379,23.77377728,23.78184321,22.23207232,21.04007048,18.91422954,21.44263556,23.86816239,22.40935519
Touring Frames,380.6991436,379.6220511,378.4606251,377.4690607,379.1460901,352.6738059,336.0134815,301.8072149,341.9310795,381.9304516,357.1685639
Wheels,132.0568654,132.9382339,133.1077316,132.675099,133.2335129,123.9725338,117.0378273,105.3373668,119.3885513,133.1265369,125.021894
Grand Total,448.6529687,448.6415392,449.1028958,447.9694929,448.6223084,420.7821362,396.8916489,357.7790267,403.8005294,448.9851522,422.8954972
,,,,,,,,,,,
,,,,,,,,,,,
Table 15: Avg Discounts in percentage,Column Labels,,,,,,,,,,
Row Labels,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,Grand Total
Accessories,0,0,0,0,0,0.033595725,0.064776626,0.129133713,0.055899148,0,0.030692746
Bike Racks,0,0,0,0,0,0.031628195,0.065415732,0.131079231,0.057127545,0,0.030996106
Bike Stands,0,0,0,0,0,0.033255835,0.065023281,0.132662579,0.056110664,0,0.030862942
Bottles and Cages,0,0,0,0,0,0.034062263,0.065300343,0.128440849,0.054800854,0,0.030570743
Cleaners,0,0,0,0,0,0.033249078,0.065203556,0.133659662,0.055530405,0,0.0311641
Fenders,0,0,0,0,0,0.030800052,0.063175566,0.12684181,0.056919065,0,0.029678021
Helmets,0,0,0,0,0,0.033494479,0.064376733,0.129560431,0.056131156,0,0.030697742
Hydration Packs,0,0,0,0,0,0.032275218,0.064979206,0.126552336,0.053920117,0,0.030329686
Lights,0,0,0,0,0,0.03452504,0.065249392,0.127155689,0.056418258,0,0.030890073
Locks,0,0,0,0,0,0.032169337,0.065012317,0.130596193,0.054649411,0,0.030286056
Panniers,0,0,0,0,0,0.034582793,0.062421866,0.125427842,0.055740429,0,0.03008464
Pumps,0,0,0,0,0,0.036278441,0.066183258,0.13063551,0.056496988,0,0.031260319
Tires and Tubes,0,0,0,0,0,0.034328696,0.065704623,0.128241913,0.055137117,0,0.030781358
Bikes,0,0,0,0,0,0.033595769,0.065307165,0.128507296,0.05475228,0,0.03059955
Mountain Bikes,0,0,0,0,0,0.033553576,0.065173336,0.12868443,0.054857915,0,0.0305859
Road Bikes,0,0,0,0,0,0.033732699,0.06561182,0.128264755,0.054648389,0,0.03065158
Touring Bikes,0,0,0,0,0,0.033276855,0.064686726,0.128852905,0.054839067,0,0.030473838
Clothing,0,0,0,0,0,0.033717148,0.065143853,0.12825454,0.055517296,0,0.030629307
Bib-Shorts,0,0,0,0,0,0.033387465,0.065716109,0.127959683,0.05483462,0,0.030783626
Caps,0,0,0,0,0,0.034415708,0.066525639,0.12781,0.054614124,0,0.030563861
Gloves,0,0,0,0,0,0.033836453,0.065135618,0.128130415,0.05538959,0,0.030728563
Jerseys,0,0,0,0,0,0.033653845,0.065147643,0.129823816,0.055574964,0,0.030787382
Shorts,0,0,0,0,0,0.034008997,0.064986979,0.126643989,0.056353425,0,0.030439521
Socks,0,0,0,0,0,0.033325273,0.06475381,0.132542492,0.055132325,0,0.03091141
Tights,0,0,0,0,0,0.033879283,0.06429003,0.127750969,0.055696816,0,0.030500179
Vests,0,0,0,0,0,0.033379782,0.065592505,0.125871505,0.054416309,0,0.030169185
Components,0,0,0,0,0,0.033547747,0.065206409,0.128310997,0.055225883,0,0.030559983
Bottom Brackets,0,0,0,0,0,0.033948835,0.06508123,0.126047689,0.054313387,0,0.0305345
Brakes,0,0,0,0,0,0.032126992,0.062488461,0.127536294,0.054349486,0,0.02987273
Chains,0,0,0,0,0,0.033526371,0.067429159,0.117071266,0.05822566,0,0.03020556
Cranksets,0,0,0,0,0,0.033183242,0.064667363,0.126537206,0.053589764,0,0.029911489
Derailleurs,0,0,0,0,0,0.032961044,0.065548678,0.127325831,0.056373486,0,0.030550486
Forks,0,0,0,0,0,0.034409869,0.062694963,0.12964008,0.054116162,0,0.030204634
Handlebars,0,0,0,0,0,0.033682564,0.065251714,0.127542777,0.055083314,0,0.030547533
Headsets,0,0,0,0,0,0.032754694,0.065364367,0.128298042,0.055189438,0,0.030477544
Mountain Frames,0,0,0,0,0,0.033339896,0.065307999,0.128983332,0.054737739,0,0.030583447
Pedals,0,0,0,0,0,0.033474133,0.066469603,0.126857962,0.054421263,0,0.030548647
Road Frames,0,0,0,0,0,0.033466712,0.065236505,0.127933637,0.0555465,0,0.030567243
Saddles,0,0,0,0,0,0.033570712,0.065217609,0.128343615,0.055118067,0,0.030529678
Touring Frames,0,0,0,0,0,0.03442542,0.064791846,0.128463869,0.055475008,0,0.030552866
Wheels,0,0,0,0,0,0.033977255,0.065697773,0.127526469,0.055437332,0,0.03052355
Grand Total,0,0,0,0,0,0.033580254,0.06526915,0.128440703,0.054925207,0,0.030586581
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
Table 16: Avg Product Costs,Column Labels,,,,,,,,,,
Row Labels,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,Grand Total
Accessories,45.67898478,46.3282223,45.95840006,46.17480886,46.03482071,46.10052783,46.28479703,45.92006117,46.42086188,46.23286503,46.13527346
Bike Racks,156.7116279,156.8716286,158.9931237,160.6791429,157.1366871,155.3836074,157.0653557,157.8354059,158.0051244,157.4578756,157.5340301
Bike Stands,203.3110407,208.3665698,207.7264694,210.2307322,204.5071226,208.5568979,210.4842566,208.2113595,206.0146246,207.5313103,207.937076
Bottles and Cages,10.60006704,10.42940256,10.43647809,10.49915434,10.47920239,10.46066862,10.48599793,10.34092857,10.53266418,10.4325731,10.4650394
Cleaners,10.3219439,10.50162038,10.28752003,10.58675,10.41736987,10.32347447,10.34359526,10.30610068,10.39999199,10.46475328,10.38846472
Fenders,29.05211454,28.8265149,28.70554463,28.79456236,28.63972291,28.60697586,28.96498683,28.63369371,29.20584054,27.81684343,28.75539769
Helmets,45.37010402,45.64194753,45.39888776,45.61641329,45.48822846,45.39567617,45.46717293,45.4939044,45.55463824,45.53868267,45.49362627
Hydration Packs,72.42679961,72.22759555,73.48523472,72.26626627,72.6529293,72.27825323,71.93664978,72.96348544,72.11670186,70.41412416,72.34546021
Lights,44.71429827,44.9901181,45.15765854,45.17521568,44.68896028,45.23935341,45.57727237,45.13110199,45.16092117,44.37753771,45.10930144
Locks,36.24217772,35.61876095,35.9451141,36.5234375,36.2007874,35.6882277,36.03110504,35.32132884,36.38162544,36.55761082,35.99574093
Panniers,175.1012062,182.9536898,179.7361299,180.004223,180.7851986,181.0901262,178.9881083,177.6891691,180.531391,183.3036869,180.0723031
Pumps,32.37494943,32.24987807,32.24931952,32.53529844,32.59893339,32.40217605,32.23686658,32.35524782,32.14479543,32.41245615,32.34888219
Tires and Tubes,25.78135769,25.39723376,25.51031248,25.36128942,25.55407631,25.53518528,25.42005969,25.57003088,25.62837732,25.53361087,25.51077102
Bikes,3178.789038,3174.818609,3177.364541,3165.498412,3171.218693,3174.633093,3174.696089,3180.62675,3166.196726,3178.095033,3173.864312
Mountain Bikes,3376.429936,3377.767679,3375.801078,3360.323838,3360.433815,3372.591325,3373.59744,3379.362213,3355.27413,3379.307891,3370.728953
Road Bikes,3092.4062,3085.606329,3089.633125,3076.477526,3078.649889,3085.877664,3082.61374,3092.707476,3081.642473,3086.157345,3084.719191
Touring Bikes,3089.520264,3087.590981,3092.578426,3093.078316,3116.998454,3094.286578,3103.78034,3096.376575,3090.241127,3102.54719,3096.943904
Clothing,83.77248989,83.81431463,83.67058495,84.16523512,84.10760707,84.03712667,83.9117153,84.14486386,84.06100338,83.3957663,83.94596383
Bib-Shorts,128.9488376,129.9994766,129.3695416,129.8604799,129.5534926,129.8003428,130.4543113,130.2224469,129.0200228,128.3994414,129.7100182
Caps,20.68723829,20.75317592,20.85790939,20.71801222,21.08692681,20.90438105,20.7569518,20.89362335,20.9035923,20.76339077,20.84085066
Gloves,40.38399596,40.11958182,40.2724096,40.21814502,40.28008479,40.28932651,40.18869499,40.15267802,40.32251004,40.20280253,40.23709717
Jerseys,123.0244653,123.0129912,122.6792613,123.3889776,123.6608257,123.5421983,123.0771339,123.1247824,123.3387366,122.7333212,123.1986117
Shorts,88.24295219,89.03676905,88.49435944,88.84817212,88.79427785,89.06429466,89.05777365,89.04839033,88.67634655,88.59975718,88.84955691
Socks,11.76822895,11.81296997,11.74364037,11.8729466,11.80116466,11.86828985,11.93802643,11.84645714,11.89381193,11.83831958,11.84848566
Tights,107.5186722,108.1580818,108.0638055,107.6539686,108.1503308,107.3696894,108.7059666,109.2998436,107.7539267,109.1388895,108.1553279
Vests,83.73025114,82.4603363,83.5211163,82.77269929,82.22576095,82.51956682,82.59940873,83.18215661,82.68910323,82.70038267,82.78338751
Components,1061.072763,1059.853742,1057.241639,1058.16173,1060.840346,1058.110529,1060.115129,1060.386783,1057.314969,1059.591817,1059.14298
Bottom Brackets,143.2123605,142.9816137,144.3841234,143.53193,142.7905255,142.1711959,143.4876903,145.1256948,143.9960919,143.1112976,143.4545211
Brakes,164.7460134,165.3469182,165.7269133,165.6413934,165.172625,165.7813731,165.2582912,164.2709276,167.5705464,162.4071664,165.369621
Chains,31.69278312,31.55529303,31.6412929,31.60213885,31.54126795,31.20567159,31.58762994,31.39626065,30.90991853,32.18961296,31.48152313
Cranksets,438.2884447,434.6158709,435.6883315,435.5197822,436.0085877,434.6516458,433.4435631,430.5407209,427.2731681,432.8739626,433.7562161
Derailleurs,166.4023108,164.848701,166.194644,166.493808,164.0396378,164.6169191,165.0810282,164.9708319,166.3319559,163.1181994,165.2256711
Forks,286.7613647,285.4549446,286.4462221,286.4127406,285.3435615,288.6694135,285.6379173,286.126235,286.0057211,281.3728755,286.1291364
Handlebars,110.5528609,111.19427,111.2586308,111.3738788,110.5846831,111.4373673,111.3489667,111.4403902,111.1640176,111.7574176,111.2410132
Headsets,136.4501792,134.867485,136.5522889,134.5025882,133.7630756,135.259077,136.2623191,137.1590342,133.8031466,134.4529257,135.3616071
Mountain Frames,1566.819446,1564.000701,1564.961987,1572.406732,1568.495468,1562.807498,1562.726597,1572.311085,1563.660657,1571.888044,1566.383396
Pedals,98.80967481,99.84345943,99.79249305,99.94554682,99.1568306,99.35066313,99.60898061,99.78087247,99.73192072,98.98830134,99.55845458
Road Frames,1476.100765,1473.170018,1469.888213,1473.290694,1474.588541,1478.137945,1475.308462,1476.504452,1470.46766,1474.140872,1474.345912
Saddles,61.5802283,61.78688518,61.29976245,61.69887799,61.72356776,61.23821298,61.68629322,61.2678411,61.95096976,61.21497106,61.54611149
Touring Frames,1333.839118,1327.557792,1324.615858,1316.155804,1331.636903,1313.48756,1323.986589,1318.83235,1322.627483,1334.764319,1323.122038
Wheels,342.3887243,343.7788532,342.8721917,344.0864263,344.8286521,342.5799471,342.6206948,341.6771214,342.5906288,346.0251037,343.1761048
Grand Total,1521.000414,1519.553621,1521.097604,1517.345067,1520.129224,1520.988855,1520.118148,1523.459543,1517.788104,1519.780344,1520.155037
,,,,,,,,,,,
,,,,,,,,,,,
Table 17: Avg Unit Price,Column Labels,,,,,,,,,,
Row Labels,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,Grand Total
Accessories,20.44099327,20.60512953,20.45640782,20.47023626,20.5375131,19.9119062,19.40526209,18.38528586,19.61328068,20.58830984,19.94877143
Bike Racks,72,72,72,72,72,69.86323607,67.86011747,64.62392079,68.34308688,72,69.91317953
Bike Stands,95.4,95.4,95.4,95.4,95.4,92.44234378,89.9275438,85.36011689,90.63466015,95.4,92.64147585
Bottles and Cages,4.810334661,4.785457529,4.803239973,4.78082237,4.795526533,4.650472592,4.522575419,4.286883308,4.58027619,4.792948521,4.657827145
Cleaners,4.77,4.77,4.77,4.77,4.77,4.620859576,4.498118416,4.27673166,4.528570343,4.77,4.630516681
Fenders,13.188,13.188,13.188,13.188,13.188,12.80190981,12.44670584,11.84673947,12.50906002,13.188,12.81752918
Helmets,20.45814774,20.45821258,20.45599307,20.45271493,20.45763398,19.81453378,19.2834571,18.34865596,19.42388742,20.45734506,19.86338829
Hydration Packs,32.994,32.994,32.994,32.994,32.994,31.98966158,31.1218611,29.63334907,31.3735174,32.994,32.0500708
Lights,18.77916242,18.77813963,18.80944771,18.86887202,18.71061396,18.25578346,17.69356117,16.93967176,17.73445903,18.67804075,18.24532628
Locks,15,15,15,15,15,14.55349297,14.12895958,13.44761827,14.24178445,15,14.56703626
Panniers,75,75,75,75,75,72.60777626,70.84836694,67.41889219,71.2044429,75,72.85767515
Pumps,13.55189815,13.4466648,13.50333872,13.48557168,13.49454289,13.0520208,12.69371462,12.0872837,12.81568289,13.51283675,13.09595061
Tires and Tubes,11.67613688,11.71228085,11.70152967,11.65949938,11.71919816,11.33392955,10.98236382,10.55977329,11.14058707,11.7033009,11.36209456
Bikes,914.4063398,914.3930183,915.2712084,914.187076,914.914857,885.6476669,862.7467399,822.1610425,868.9196145,916.0290398,888.5202546
Mountain Bikes,1044.798519,1047.390781,1047.608515,1046.257353,1047.027176,1013.689078,988.1049856,941.5333848,992.4713276,1048.630574,1016.90616
Road Bikes,858.5017022,857.2357688,859.1766408,856.6374693,856.6917665,830.3387791,808.5799697,771.1844119,815.7804701,858.7536373,833.1348877
Touring Bikes,852.3101841,853.3935126,851.588521,856.8032001,858.216841,827.4423609,806.578736,766.1397418,813.0207101,856.3167209,830.2133727
Clothing,28.22732718,28.25236089,28.22370121,28.27596859,28.19399686,27.34729495,26.57330846,25.33508513,26.85536646,28.17118452,27.4144295
Bib-Shorts,53.994,53.994,53.994,53.994,53.994,52.30300871,50.83832528,48.51376528,51.36088921,53.994,52.43447122
Caps,5.260014539,5.256119635,5.25526066,5.25516347,5.253183212,5.085906384,4.947611353,4.719476238,4.989968417,5.253638931,5.103479498
Gloves,17.18849996,17.20601716,17.20420425,17.17337475,17.1936389,16.67763393,16.19789339,15.42458097,16.39977751,17.204537,16.70429909
Jerseys,30.0124331,30.01924915,30.01970646,30.01336817,30.01840934,29.07697248,28.29560074,26.93378907,28.51332393,30.01460844,29.14934086
Shorts,38.53273924,38.55902466,38.54161117,38.53535894,38.56380261,37.36511985,36.32203437,34.63931253,36.66407726,38.54832248,37.45429814
Socks,5.54717566,5.546876801,5.546143681,5.549188787,5.549027662,5.37375927,5.229865998,4.968747471,5.272129669,5.548460443,5.386929212
Tights,44.994,44.994,44.994,44.994,44.994,43.57251245,42.42820358,40.41378381,42.72132332,44.994,43.70377784
Vests,38.1,38.1,38.1,38.1,38.1,36.91290451,35.90142413,34.25774275,36.20351652,38.1,37.0151
Components,325.2734905,325.6515382,324.8221602,324.7546262,325.1341623,314.5537512,306.5997832,292.5980752,308.7452263,325.3329766,315.795495
Bottom Brackets,55.56686913,55.28810828,55.43356908,55.24013159,55.18518609,53.5047447,52.04838086,49.7190507,52.42322834,55.33103623,53.69131739
Brakes,63.9,63.9,63.9,63.9,63.9,61.96988483,60.33844131,57.41666174,60.78647109,63.9,62.09947007
Chains,12.144,12.144,12.144,12.144,12.144,11.7684715,11.42456864,10.95664231,11.50526538,12.144,11.79365515
Cranksets,167.8836343,168.4697887,168.4957977,168.3544918,167.1409459,163.116021,157.8411921,150.3032644,157.9694028,166.9767058,162.9392437
Derailleurs,63.93569552,63.85506676,63.67891945,63.72970751,63.82231046,61.8408281,60.19667403,57.32139412,60.94252745,63.77591379,62.00692704
Forks,110.7775337,110.7094752,110.3752617,110.7846366,110.5633288,107.1877034,104.4574771,99.06751201,104.8132516,110.2226521,107.4186118
Handlebars,42.77486983,42.98989582,42.96111502,42.83476417,42.96411319,41.65254284,40.4653513,38.68722475,40.85516721,42.91380273,41.72015741
Headsets,52.23400173,52.2043695,52.35332999,51.97269885,51.9111483,50.58254395,49.33535864,46.94432669,49.41306115,51.76789167,50.66257449
Mountain Frames,504.8173607,502.8640266,503.9561551,505.1147664,503.448439,487.5073624,473.9658531,453.7171037,478.5463444,504.4397025,489.3228718
Pedals,38.33887392,38.49432281,38.40625461,38.46968156,38.46981489,37.20533231,36.19176529,34.48776943,36.47253778,38.33864613,37.31393157
Road Frames,432.3793272,433.7180989,432.2880584,432.7413485,432.9143513,419.8464147,408.1339666,390.198439,410.4856035,434.0307418,420.654191
Saddles,23.77242437,23.80535497,23.74719173,23.7959762,23.77570989,22.97113237,22.41227681,21.35461446,22.62822539,23.83201827,23.09245883
Touring Frames,381.2155673,379.8837301,378.7075432,378.0127256,379.4317091,365.1715908,357.334554,340.2037554,361.2476007,381.7592505,368.1837487
Wheels,132.1459365,132.8810708,132.7740075,132.7836655,132.9986736,128.301207,124.7742935,118.7730722,125.9890299,133.1615775,128.8156203
Grand Total,448.1542949,448.4577105,448.9174615,448.3929153,448.7151938,434.5818406,422.9293233,403.5544348,426.4022278,448.6324281,435.795847
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
Table 18: Gross Margins in dollars,Column Labels,,,,,,,,,,
Row Labels,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,Grand Total
Accessories,1354315.266,2550107.613,2650668.948,2767067.585,2496340.738,3306108.813,2772050.316,1161673.482,1854365.419,1381850.232,22294548.41
Bike Racks,138447.6,265423.44,274969.68,299052.24,263118.24,357688.08,302292.96,129631.68,203944.08,146909.04,2381477.04
Bike Stands,184161.75,365520.648,369042.18,381367.542,341696.406,469857.084,397313.334,165094.788,261215.058,192749.976,3128018.766
Bottles and Cages,28938.5191,52231.2636,56920.7648,59216.6014,52265.3735,69980.0696,59297.0137,26110.7574,39244.2274,28777.5398,472982.1303
Cleaners,9206.2908,18060.4284,18867.1467,19422.327,17298.6276,23102.4297,19659.7617,8516.5965,13605.471,9529.6968,157268.7762
Fenders,27281.51,49679.9675,51691.805,53296.3075,49029.225,66025.8564,54114.4484,24078.6788,36894.9913,26625.8,438718.5899
Helmets,353224.3699,664381.8159,688043.126,718208.3371,654670.5433,863938.1394,732555.3471,309594.2657,482611.1959,360423.6666,5827650.807
Hydration Packs,66786.4598,120635.6839,133659.9135,131137.0904,123146.0793,161567.3683,136789.9563,62343.8175,93781.7366,64462.4799,1094310.586
Lights,92598.6711,174581.0238,180177.9453,188523.2268,167013.7926,217615.6731,176327.1756,65279.7627,118993.1708,95048.0243,1476158.466
Locks,26325,46223.4375,47610.9375,50203.125,45975,59558.2875,46842.7875,16483.575,32044.2,25490.625,396756.975
Panniers,120421.875,234679.6875,241500,254296.875,227625,287074.125,239336.25,87759.75,160535.0625,128812.5,1982041.125
